CaseID;Prefix length;Groud truth;Predicted;Levenshtein;Damerau_Levenshtein;Jaccard;Ground truth times;Predicted times;MAE;MAE_days
4017;2;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1,0;1,0;1,0;361003;151380,37080806724;209622,62919193276;2,426187837869592
4018;2;ª«¨¢¤ª«¨¢¤¨¢¤ª¡§¦¬;ª¡§¦¬;0,2777777777777778;0,2777777777777778;0,5555555555555556;13143;33095,47224457939;19952,47224457939;0,23093139171966884
4019;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;52328;198389,8952354393;146061,8952354393;1,6905311948546216
4020;2;¢¤ª¡£;¢¤ª¡§¦¬;0,5714285714285714;0,5714285714285714;0,5;1448;72732,7293306958;71284,7293306958;0,825054737623794
4021;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;8134;15358,586344427353;7224,586344427353;0,0836178975049462
4022;2;ª¡§¦¨£;ª¡§¦¬;0,6666666666666667;0,6666666666666667;0,5714285714285714;16187;14387,435118147909;1799,5648818520913;0,020828297243658464
4023;2;ª£;ª¡§¦¬;0,19999999999999996;0,19999999999999996;0,16666666666666663;46;10571,630054773324;10525,630054773324;0,12182442193024681
4024;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;4255;14470,533501103446;10215,533501103446;0,11823534144795655
4025;2;¨¢¤ª¡§¦¬;ª¡§¦¬;0,625;0,625;0,625;49058;108406,88433543165;59348,88433543165;0,6869083835119404
4026;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;58821;222163,90313130018;163342,90313130018;1,8905428603159742
4027;2;ª«¨¢¤ª¡§¦¬;ª¡§¦¬;0,5;0,5;0,5555555555555556;4182;15193,216663919899;11011,216663919899;0,12744463731388772
4029;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;8538;15134,125281236802;6596,125281236802;0,07634404260690743
4030;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;8451;13798,638702501548;5347,638702501548;0,06189396646413829
4031;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;15291;15101,810425739077;189,1895742609231;0,0021896941465384618
4032;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;16438;15108,4036506978;1329,596349302201;0,01538884663544214
4033;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;3070;15110,549235990458;12040,549235990458;0,13935820874988955
4034;2;ª¡«¨¢¤ª¡§¦¬;ª¡§¦¬;0,4545454545454546;0,4545454545454546;0,5555555555555556;9898;11243,851455374517;1345,8514553745172;0,01557698443720506
4036;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;2100;15002,960177087856;12902,960177087856;0,14933981686444278
4037;2;ª«¨¢¤ª¡§¦¬;ª¡§¦¬;0,5;0,5;0,5555555555555556;224174;216653,05557791336;7520,944422086643;0,08704796784822504
4038;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;7660;28736,392627189787;21076,392627189787;0,24393972948136328
4039;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;1084;11321,930010340904;10237,930010340904;0,11849456030487157
4040;2;ª¡«¨¢¤ª«¨¢¤ª¡§¦¬;ª¡§¦¬;0,3125;0,3125;0,5555555555555556;308039;197652,62114946515;110386,37885053485;1,277620125584894
4041;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;5156;11189,510251491965;6033,510251491965;0,0698322945774533
4042;2;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1,0;1,0;1,0;140079;142221,743372186;2142,7433721859998;0,024800270511412034
4043;2;¢¤ª¨¢¤ª¡§¦¬;¢¤ª¡§¦¬;0,6363636363636364;0,6363636363636364;0,875;63080;168709,0177520205;105629,0177520205;1,2225580758335706
4044;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;3087;15613,556459984398;12526,556459984398;0,14498329236093055
4046;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;10507;15615,961779114334;5108,961779114334;0,05913150207308256
4047;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;11500;15464,087859118252;3964,087859118252;0,04588064651757236
4048;2;ª«¨¢¤ª¡§¦¬;ª¡§¦¬;0,5;0,5;0,5555555555555556;5015;11212,362959766899;6197,362959766899;0,07172873796026503
4049;2;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1,0;1,0;1,0;268523;62415,85270477729;206107,1472952227;2,3854993899910037
4050;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;1775;15399,615342717056;13624,615342717056;0,15769230720737332
4051;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;9117;10639,844286193464;1522,8442861934636;0,017625512571683606
4052;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;10610;32933,46894676737;22323,468946767367;0,25837348318017783
4053;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;46037;111317,66244135684;65280,662441356835;0,7555632227008893
4054;2;ª¡«¨¢¤ª¡§¦¬;ª¡§¦¬;0,4545454545454546;0,4545454545454546;0,5555555555555556;4418;11238,056778954611;6820,056778954611;0,0789358423490117
4055;2;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1,0;1,0;1,0;410366;136928,90924340906;273437,09075659094;3,164781143016099
4056;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;1743;15171,724535317702;13428,724535317702;0,15542505249210303
4057;2;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1,0;1,0;1,0;70100;174561,04045277808;104461,04045277808;1,2090398200553019
4058;2;¨¤ª¡§¦¬;ª¡§¦¬;0,7142857142857143;0,7142857142857143;0,7142857142857143;3544;8170,133413693372;4626,133413693372;0,05354321080663625
4059;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;1604;14068,038314459838;12464,038314459838;0,14425970271365554
4060;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;5404;14871,76871261464;9467,76871261464;0,10958065639600277
4063;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;2379;11224,780849037357;8845,780849037357;0,10238172278978423
4064;2;¤ª¨¤ª¨¤ª¨¤ª¨¤¨¤ª¡§¦¨¢¤ª¡§¦¬;¢¤ª¡§¦¬;0,2592592592592593;0,2592592592592593;0,875;665971;23977,18408547579;641993,8159145243;7,430483980492179
4065;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;25330;14256,669046430532;11073,330953569468;0,12816355270335034
4066;2;ª¡§£;ª¡§¦¬;0,6;0,6;0,5;132;11255,724483997506;11123,724483997506;0,12874681115737854
4067;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;7925;13860,217750098185;5935,217750098185;0,06869464988539566
4068;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;4213;11174,948469793708;6961,948469793708;0,08057810728927903
4069;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;5101;13713,401868469551;8612,401868469551;0,09968057718136054
4070;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;5121;10263,918492627567;5142,918492627567;0,05952451959059683
4071;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;9390;14084,321376965187;4694,321376965187;0,05433242334450447
4072;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;22577;14666,338836193769;7910,661163806231;0,09155857828479434
4074;2;ª¡¨¢¤ª¡§¦¬;ª¡§¦¬;0,5;0,5;0,625;6707;11367,62551153944;4660,62551153944;0,053942424902076846
4075;2;ª«¨¢¤ª¡§¦¬;ª¡§¦¬;0,5;0,5;0,5555555555555556;44462;152250,51084370018;107788,51084370018;1,2475522088391224
4076;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;7690;11221,889435854417;3531,8894358544167;0,04087834995201871
4077;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;5979;14753,008680330775;8774,008680330775;0,1015510263927173
4078;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;55236;278588,05872502713;223352,05872502713;2,5850932722804068
4081;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;4728;13297,889155637862;8569,889155637862;0,09918853189395674
4082;2;ª«¨¢¤ª¡§¦¬;ª¡§¦¬;0,5;0,5;0,5555555555555556;3108;13523,187703259036;10415,187703259036;0,12054615397290551
4083;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;47595;314761,4426003057;267166,4426003057;3,092204196762798
4084;2;£;ª¡§¦¬;0,0;0,0;0,0;286;10225,21827179229;9939,21827179229;0,11503724851611447
4085;2;ª¡§¦¬;ª¡§¦¬;1,0;1,0;1,0;2718;11292,389276675021;8574,389276675021;0,09924061662818312
4086;2;«¨¢¤«¨¢¤ª¡§¦¬;ª¡§¦¬;0,3846153846153846;0,3846153846153846;0,5555555555555556;62516;11297,628209744778;51218,37179025522;0,5928052290538799
