CaseID;Activities;activities_similar
4058;1173906511;False
4064;173973973973973739065713906511;False
4090;139713971390654;False
4093;1390107139010713907139713906511;False
4105;1391071391082;False
4107;17131071391072;False
4142;13901071390107171713906511;False
4204;139173906511;False
4298;1390107139107139107139108713906511;False
4301;139107139107137139713906511;False
4438;13906107139713906511;False
4454;13971391071390107139713906511;False
4566;139717171713902;False
4680;17139071397139071390713906511;False
4685;1390610713910713906511;False
4704;13906107139713906511;False
4750;171390107139071397139010713906511;False
4777;139010713906713906511;False
4802;139061072;False
4864;13971391071372;False
5049;13910713713713906511;False
5089;13910713910713713713906511;False
5090;171717139713906511;False
5187;13971390713910713906511;False
5195;139713971390671713906511;False
5342;139010713910713713906511;False
5346;139713971390654;False
5361;1390671391071390107139713971390654;False
5378;171391071390657139107139062;False
5443;139107139107139108713910871397139713906511;False
5541;13901071713906511;False
5542;13973907390739739073906511;False
5574;1397139010713910713906511;False
5577;1397139065713906511;False
5635;1713901071390107139713906511;False
5647;1391071390717139071390654;False
5658;139739073907397390673906511;False
5684;1390713713971390654;False
5704;17139010713906572;False
5751;13971390107139072;False
5754;1739073907390739073973973973973906511;False
580;139107139107139108713972;False
5849;13971390671390654;False
5856;1390673906511;False
5902;17373906511;False
5974;139107139071391071392;False
5979;17139067139071390654;False
5990;117737390654;False
5999;139071713910713906511;False
6001;1391071310713713906511;False
6048;171391071397139107139713906511;False
6070;139010717139713906511;False
6104;13901071390107139713906511;False
6298;1391071717171390654;False
6306;13907137139010713713971390654;False
6399;171717139010713906511;False
6413;1390107139713907139713906511;False
6430;1390107139010713910713906511;False
6465;1390610713910713906511;False
6481;1397139713971391071391071391087139713906511;False
6495;171390671390654;False
6523;13971391071390610713906511;False
6591;139010713907139010713910713906511;False
6600;13910713907139071391071390654;False
6620;1717139713901072;False
6621;139717139071390713906511;False
6650;171390657139810;False
6663;1390713971713906511;False
6709;1390107139010713971391071390108713906511;False
6717;139107139061072;False
6722;1713907139713906511;False
6747;17397398107872;False
6778;1391071391071371390654;False
6779;1391071391071390713713906511;False
6907;13906713713910713906511;False
6936;139107139071391071390654;False
6945;139071390107131072;False
6949;139107139010713910713901087139108713906511;False
6969;137137139065713906511;False
7059;139010713907139713906511;False
7061;17171390654;False
7092;1397139010713910713906511;False
7094;139713910713971713906511;False
7095;139107139107139108713910871391082;False
7097;13910713910713901087139065713906102;False
7153;1310713902;False
7155;17390739073973906511;False
7240;17139067139713906511;False
7268;13901071390671713910713906511;False
7274;139010787139010713910713906511;False
7304;139107139713971390654;False
7312;17171717172;False
735;1390107139062;False
7370;1390713910713910713906511;False
7377;171390107139713906511;False
7433;13901071391071391071391087139713906511;False
7458;13102;False
7468;139107139713971391072;False
7475;17171390654;False
7482;139107139107139071390654;False
7486;13971390610713910713906511;False
7590;1390657139071713906511;False
7595;139713971390654;False
7615;1397139102;False
7618;17139102;False
7660;1371371390654;False
7693;137373906511;False
7702;1713901072;False
7728;17139061072;False
7730;1713910713971392;False
7759;13107139062;False
7805;1391087139713906511;False
7911;13901071390107139010713906511;False
7929;173902;False
7945;173902;False
7950;171391071391071390713906511;False
7998;171390610713906511;False
8065;1390717139071390654;False
8066;13107139010713906511;False
8075;13901071390713902;False
8218;17139010713906713906511;False
8221;139061071392;False
8271;13906739073973973906713906511;False
8301;1390739073973973906511;False
8360;13901071397139713910713906511;False
8397;1713901071390654;False
8398;1731073906511;False
8485;13901071390107139713906511;False
8490;13907390739073973973972;False
8525;13907390739073973973972;False
8607;139107139071391071397171390610713906511;False
8649;1390107139107137139071390657139713906511;False
8719;139071371390713906511;False
8819;13107139107139062;False
8870;13713907171397139713906713906511;False
8910;1310713902;False
9045;1390713713971713906511;False
9080;139739065713910713910713971390654;False
9094;13971391071397139062;False
9116;1391071391071392;False
9169;17171390654;False
9176;1717139010713901071390713906511;False
9187;139739065713906511;False
920;13713713713713906511;False
9264;17171390610713906511;False
9272;17139071713910713906511;False
9274;139071371397139062;False
9315;13107131071390654;False
9335;13971397139107137132;False
9378;13907139071390654;False
9389;17139067139713906511;False
9436;13910713910713713910872;False
9493;1390107139010713910713906511;False
951;13907137139713906511;False
9555;1397139107139062;False
9561;1717139071390713906511;False
9636;1391071310713910871390671397139713906511;False
9680;1390107139713713906511;False
9698;13713713713713906511;False
9706;139713910713971392;False
9719;1397139107139010713713906511;False
9810;13910871391071392;False
9819;13910713910713910871372;False
9860;1713901071390654;False
9874;178713906511;False
9938;139010713910713907171390713906511;False
9980;1391087139071391071391087139108713906511;False
9998;139739073906511;False
